Image Name,Description,File Name,Extracted Text
07632.png,a woman with a very big mouth,07632.png,whem someome makes eje comtact wiIchh vou @hile goure doing cardlilo look awavl
07634.png,a group of monkeys,07634.png,talking about animal rights is fun
07645.png,a woman in a red jacket and glasses speaking into a microphone,07645.png,dem rep calls trump supporters 'just plain dumb' & 'racist' in letter 0n hhouse floor_ whats gour response? 2116
07649.png,a vacuum and a vacuum cleaner with the words i see no difference,07649.png,see mO ddlerence
07651.png,a man and woman are sitting on a chair,07651.png,how Vou gotta trealgirls With smartmouths
07652.png,a woman blowing a pink bubble with the words ban bura,07652.png,bam the burka vou muSt be fucking joking
07653.png,a man holding a rainbow flag in the air,07653.png,"in the Iast days there will he god hating scoffers, ridiculers, deniers and mnockers folllowng alter (heir own [usts"
07658.png,a woman in a costume with a yellow glove,07658.png,was asked who mV favourite X-Inem character was apparently MV answer Was inappropriate
07659.png,a book sitting on top of a table,07659.png,"[atinos WiIl do anything to qet into trump""S america IMMIGRATION SOURCEBOOK LAW E Le"
07685.png,a man in a white suit and bow tie,07685.png,'when_finally snap and actually kill nyself after vears of saving wanna die my friends: voudii youcgazysololalchyoudin
07689.png,a car that is rusted and parked in the dirt,07689.png,Ilaleidlike [O tradeherI.fOf HeIeI O1e
07692.png,a man and a boy on a bike,07692.png,[Quliy @pp s0n; @he owumer IS coming
07693.png,a man is petting a goat on the grass,07693.png,marokko speed dating
07694.png,a man with a medal and a rainbow medal,07694.png,@i hada gone eould convert this fruit t0 vegetable
07698.png,a sloty slot is hanging on a tree branch,07698.png,90 alead; call the cOpS see who cumS first
07824.png,a woman riding a camel with a man on it,07824.png,ICs [hump) daviu! oh fuck!
07825.png,a bunch of pictures of soldiers in the woods,07825.png,men and womem are sacrficinguheif lives dloing (his So that we can live peacfully In the comfort of ur homes)
07826.png,a man in a suit holding a bunch of money,07826.png,amy tine vow hhave @0 [relly upom pour enemy Or ajob [oueibad shapel
07834.png,a woman with a red lipstick and a black jacket,07834.png,guess whose house wasmt raided Iy the fbi?
07836.png,a crowd of people with their hands up,07836.png,hi hacker bro we are muslim brotherhood
07839.png,mel mel mel mel mel mel mel mel mel mel mel mel mel mel mel mel mel mel mel mel,07839.png,dlont fuck wfithh mez MV husband is married t0 vladimir putin
07849.png,a girl with a bloody face and a white background,07849.png,Sorir @hite gus but i only date black gupS
07851.png,two men in white clothing,07851.png,feelling fresh for picture day
07852.png,a young boy is smiling and holding his hand to his mouth,07852.png,"oldl people at peddings alwavs poke me and say Iyou""ie iexl s0, i started doing Oie same thing d0 them at funerals"
07853.png,a dog standing on top of a mountain with a rainbow in the background,07853.png,"9hhgets a ourmfng wbile gayged a ""irudle"" [outh because houosexuality is a bigger (ragedy day"
07865.png,a man and woman are sitting on a bed,07865.png,a real man loads the dishwasher every nightu
07893.png,a woman with a smile on her face,07893.png,wax figure reconstruction ofamme frank
07895.png,a man with a white shirt and a white shirt,07895.png,Ihe feeling ofdry skin he like
07912.png,a group of mice sitting on top of a rock,07912.png,"european rats in the I5th century [""m about t0 end man"
07915.png,a woman with a bruised eye and a black background,07915.png,thev're just like eggs   better Wlem beaten well
07916.png,a woman in a headscar with a quote on it,07916.png,theleft will mever condlemm sharia [law Ue musiiim pote matters more to them tham preserving thhe constitution
07924.png,"a smiley face with the words, we ' re your sex problems and try with you now",07924.png,@lben pouFve accemted your senqal prelerences andare bapqywith vour life nOw
07926.png,"obama and his wife, michelle bach, are shown in this image",07926.png,"[isa page admits obama""s doj ordered fbi not t0 charge @illary clinton in email scandal mi Fm barrack obama amd mv ass is grass"
07931.png,a cartoon of a man with a baseball bat,07931.png,LAMENT houbiack people [became christams
07935.png,the queen and prince of wales are all smiles,07935.png,"'did you know princess diana had dandruff?"" 'oh ves,ves; Ubev foumd Qer [head and Shoulders 0n the dlashhbboard"
07956.png,"michelle bach, the first lady of the united states, is shown in this image",07956.png,when VOu fint 0uL there'5 an onening for Ihe role 0l chewhacca
07965.png,a col of a street with a building and a building with a fire,07965.png,Whites Without blacks blacks without whites
07968.png,a little boy sitting on a couch in a room,07968.png,ernie [ocks tyrone's [kack 0 a father II front 0f the wholle lass
07983.png,"a group of people in a boat with the words, did we run out as?",07983.png,did we rum out of gas ? someone get out and push
07984.png,miss usa 2014 - miss usa 2014 - miss usa 2016 - miss usa 2016 - miss usa 2016 -,07984.png,we are not a rich malion Iut we Kiow better thal C0 olerate islan SO if vou have euer [anied] [0 visitairica; keejv amgola iu mind
08125.png,a bunch of different types of cars,08125.png,manual tranmy automatic tranny rebqill trammv
08126.png,a picture of a man with a chocolate covered in it,08126.png,kemiam shit
08134.png,a woman doing yoga on the floor with the words markberry aprves,08134.png,mark zuckerberg approvesy
08137.png,a close up of a praying mantis,08137.png,cammibalism
08146.png,a man wearing headphones is playing a video game,08146.png,ama gamer noiebecause don'L have a life but because i hate women and minorities
08147.png,a dog laying on a couch with its tongue out,08147.png,when you are bback  home from cheating
08162.png,a young boy with a white shirt and a blue and white striped shirt,08162.png,0m mwav Co daycare gou me [ike
08163.png,a tiger and her cubs are walking through a cave,08163.png,told Hv gay friend Ihat ican turu (fruits in [0 vegetahles and he toldl m8 t0 prove S0 i pushed him) off a balcony
08164.png,a woman with a headscar and a scarf on her head,08164.png,its not a hijab it's a diaper for people with shit for brains
08172.png,a bus is driving through a flooded street,08172.png,DbosseS [e Iike whhem gou coming in?
08173.png,a woman with a white turbal and a white turbal,08173.png,mav mOt be a smart man ilham Dbut [ Kmow what a jew-hhating isllamist sounds Iike
08175.png,a man in a suit and tie standing on a boat,08175.png,Fmmot savfing vou are a slut but vou go out with everyone
08176.png,a man in a suit and tie standing in front of a flag,08176.png,notice how the keivam skidmark las been silent about Ue mueller report?
08196.png,a woman wearing a black hina,08196.png,womeM can wear what they want Vou dlont have thbe right to ban the burka its basic democracy
08219.png,a man with a beard and a beard in the air,08219.png,make everyone the Way they are oh; vou're ga12 i'mn going t0 hurn vou in beli for eternity
08234.png,president trump and first lady michelle bach at the state capitol,08234.png,"a world Ieader, a supermotel, a mass murderer, a tranny, satan'$ tlaughter, and a peanut farmer walk into a funeral"
08241.png,a man in a yellow jacket and a man in a yellow jacket,08241.png,when [peoile are stll @alkiing about eqsteinFs edlo riing after 3 masS shootngs in a week vou're going t0 meeda bbigger
08243.png,a young boy in a white shirt and red and white headdre,08243.png,@Qaqm meed some shades]
08251.png,a man with a blue shirt and a white background,08251.png,Ube names tdd retodd
08254.png,a man in a suit and tie is holding a microphone,08254.png,we've been savedl ftomwhat? critical thinking?
08259.png,a young boy with a toy in his hands,08259.png,Oldgearbook phowo Of a eute child
08261.png,a black and white photo of a man in uniform,08261.png,Iife is Tike bbellgium some (imes voq just hhave (0 marchb trougl it
08267.png,a man and a little girl are standing in front of a window,08267.png,upcle daddl savs thal Hhave @ wash [V pUSSV COS [ummy says [y bbrothbers cock tastes dddderemd
08275.png,a man and woman are dancing together,08275.png,the [Jimp) hand strong enough for man bbut made for teacbing
08276.png,a man and a little girl are dancing,08276.png,pL's hard but FCs wct Bl
08291.png,two children sitting on a bench eating fruit,08291.png,white people is this a shooting range
08294.png,a cat is sitting in an oven and looking at the camera,08294.png,what are vou doing there? vou're a cat mota jew
08295.png,a young boy drinking water from a fa fa fa fa fa fa fa fa fa fa fa fa fa,08295.png,please consider donating water to children iIp [eed
08297.png,a woman in a hina texting on her phone,08297.png,"almed? @""m ppregmamu"
08317.png,a woman with a purple turbal smiling,08317.png,a head diaper is required @hen you hhave shit for brains
08345.png,a boy in a classroom,08345.png,Uis sundayz don t forget t0 set your clock forward ome hour
08349.png,a man in military uniform is shouting at the camera,08349.png,honor ktlllings are part of our culture well then; it will be MnV honorto kill vou all
08357.png,a soldier is holding a gun in his hand,08357.png,nazi soldiers used flame throwers t0 clear trenches
08367.png,a bride kissing her groom on the cheek,08367.png,vou may kiss the bride
08369.png,an image of a man with glasses and a quote,08369.png,and just like that fox news and trump stopped caring about the Caravan
08372.png,a little girl sitting on the ground with her arms outstretched,08372.png,@aie lelllo mahe somneone Siile
08375.png,a man in a white suit,08375.png,"rashida tlaib in traditional ""palestinian garh"" RESTAP"
08376.png,a pile of junk,08376.png,dJebrs f{rom @odkavs trmadloes O@pS mpevermdod thhars just a picture fror the smakke pitt at the Hmdl 500
08395.png,a young boy sitting on a bed with a white shirt,08395.png,"my dadis dhe bbestat @idle and seek"" he's been gone fOr 115 pears"
08415.png,a group of people holding hands in front of a police car,08415.png,all people should]be pgotected by those inblue
08423.png,a man and woman sitting on a couch,08423.png,{rue [Jove Is an emotion
08439.png,a man smiling while standing on a street,08439.png,Started plaving hide and seek with dad bbeem [ookiing for Iim2 fr 25 pears
08451.png,a group of men standing in front of a building,08451.png,wem gou ask ajewish giddl for [ber mumbber and she starts rollling [ber sleeve
08452.png,a man with a microphone and a caption,08452.png,don't know who gave my child a whistle but i will find vou and i will kill vou
08462.png,a woman in a dress and a turbal,08462.png,will mow let america turn into anothber natiom 0f islam
08469.png,a man and a little girl are looking at a computer,08469.png,@rump supporters [be [Iie mexicans Stole MV teeth
08471.png,a dog is sitting in a bathtub with a towel,08471.png,Ieg [bave sex miidh goals wiie their asseS Wdththeirhands anddrink camel miss hubiutbeueleanodel
08476.png,a doll with a smile on it ' s face,08476.png,classic anne frank Dlhoto
08495.png,a man with a mustache and a red hat,08495.png,mein feelings have [beed hhurt
08516.png,a woman and a child are crying,08516.png,smirked atam adullt media coverage: 30   davs slhol ud school  media coverage: 2 dlals
